name,rgba,rgb,value,SRGB,HSB,AdobeRGB,AppleRGB,EciRGB,SRGBLinear,AdobeRGBLinear,AppleRGBLinear,CalculatedCMYK,EciCMYK,AdobeCMYK,XYZ,CieLab,Lchab,CieLuv,Lchuv,PaletteIndex
coral,0xff7f50ff,"#FF7F50",-32944,255 127 80 100%,16 69% 100%,227 126 83,248 103 61,226 140 97,255 54 20,198 54 22,242 50 19,0 50 69 0,0 53 66 0,0 59 69 0,0.529275 0.379511 0.091832,67.98 47.39 48.6,67.98 67.88 45.72,67.98 103.12 33.24,67.98 108.34 17.87,-1
darksalmon,0xe9967aff,"#E9967A",-1468806,233 150 122 100%,15 48% 91%,212 149 122,222 129 102,214 161 135,208 78 50,171 78 51,199 75 49,0 36 48 9,7 38 49 0,7 48 50 0,0.50062 0.411743 0.179959,70.3 29.89 28.41,70.3 41.24 43.54,70.3 62.44 23.23,70.3 66.62 20.41,-1
tomato,0xff6347ff,"#FF6347",-40121,255 99 71 100%,9 72% 100%,224 99 74,247 73 54,222 113 87,255 32 16,191 32 17,240 27 15,0 61 72 0,0 67 69 0,0 71 73 0,0.493135 0.31577 0.071048,62.99 59.37 47.88,62.99 76.27 38.88,62.99 125.5 27.9,62.99 128.56 12.53,-1
salmon,0xfa8072ff,"#FA8072",-360334,250 128 114 100%,6 54% 98%,223 127 114,242 104 94,222 140 127,244 55 43,190 55 43,231 51 42,0 49 54 2,1 55 51 0,0 60 50 0,0.524072 0.377654 0.154453,67.85 46.63 30.16,67.85 55.54 32.89,67.85 93.46 20.17,67.85 95.61 12.18,-1
mistyrose,0xffe4e1ff,"#FFE4E1",-6943,255 228 225 100%,6 12% 100%,247 227 224,253 221 218,247 231 229,255 198 192,239 198 192,251 197 192,0 11 12 0,1 10 10 0,0 14 8 0,0.842548 0.824316 0.626999,92.77 9.2 5.03,92.77 10.48 28.64,92.77 17.13 4.37,92.77 17.68 14.31,-1
red,0xff0000ff,"#FF0000",-65536,255 0 0 100%,0 100% 100%,219 0 0,245 0 0,217 32 35,255 0 0,182 0 0,238 0 0,0 100 100 0,0 91 94 0,0 98 99 0,0.436075 0.222505 0.013932,54.29 80.81 69.89,54.29 106.84 40.85,54.29 175.04 25.96,54.29 176.96 8.44,-1
darkred,0x8b0000ff,"#8B0000",-7667712,139 0 0 100%,0 100% 55%,118 0 0,116 0 0,123 9 10,66 0 0,47 0 0,62 0 0,0 100 100 45,43 100 100 0,26 100 100 29,0.112587 0.057447 0.003597,28.76 51.46 42.8,28.76 66.93 39.75,28.76 92.72 13.75,28.76 93.74 8.44,-1
maroon,0x800000ff,"#800000",-8388608,128 0 0 100%,0 100% 50%,109 0 0,105 0 0,114 7 8,55 0 0,39 0 0,51 0 0,0 100 100 50,46 100 100 4,30 100 90 35,0.094131 0.04803 0.003007,26.17 48.48 39.44,26.17 62.49 39.13,26.17 84.36 12.51,26.17 85.28 8.44,-1
firebrick,0xb22222ff,"#B22222",-5103070,178 34 34 100%,0 81% 70%,152 39 39,157 15 25,157 42 44,114 4 4,82 4 4,106 2 4,0 81 81 30,23 92 88 0,18 100 95 12,0.202589 0.111496 0.01918,39.83 56.59 39.18,39.83 68.84 34.7,39.83 108.82 16.14,39.83 110.01 8.44,-1
brown,0xa52a2aff,"#A52A2A",-5952982,165 42 42 100%,0 75% 65%,142 46 46,143 25 31,147 49 50,96 6 6,70 6 6,90 4 6,0 75 75 35,30 87 82 0,21 100 87 17,0.176307 0.101722 0.024026,38.15 50.39 31.83,38.15 59.6 32.28,38.15 93.4 13.85,38.15 94.42 8.44,-1
indianred,0xcd5c5cff,"#CD5C5C",-3318692,205 92 92 100%,0 55% 80%,180 92 92,188 69 74,184 103 103,156 27 27,119 27 27,147 24 27,0 55 55 20,16 65 56 0,16 76 59 3,0.322745 0.219048 0.095331,53.93 45.76 23.16,53.93 51.28 26.84,53.93 85.76 12.72,53.93 86.7 8.44,-1
lightcoral,0xf08080ff,"#F08080",-1015680,240 128 128 100%,0 47% 94%,215 127 127,230 104 109,215 139 140,222 55 55,175 55 55,211 51 55,0 47 47 6,5 53 42 0,4 61 41 0,0.493987 0.361714 0.187263,66.65 43.83 20.51,66.65 48.39 25.08,66.65 82.92 12.3,66.65 83.83 8.44,-1
rosybrown,0xbc8f8fff,"#BC8F8F",-4419697,188 143 143 100%,0 24% 74%,175 142 142,171 123 124,182 152 152,128 70 70,112 70 70,124 69 70,0 24 24 26,26 35 37 0,27 47 36 1,0.364366 0.325455 0.229846,63.79 17.56 6.96,63.79 18.89 21.62,63.79 30.17 4.47,63.79 30.5 8.44,-1
snow,0xfffafaff,"#FFFAFA",-1286,255 250 250 100%,0 2% 100%,254 250 250,255 249 249,254 251 251,255 244 244,252 244 244,254 244 244,0 2 2 0,1 2 2 0,0 3 1 0,0.940967 0.96577 0.789492,98.66 1.72 0.62,98.66 1.83 19.82,98.66 3.0 0.45,98.66 3.04 8.44,-1
whitesmoke,0xf5f5f5ff,"#F5F5F5",-657931,245 245 245 100%,0 0% 96%,245 245 245,242 242 242,246 246 246,233 233 233,233 233 233,233 233 233,0 0 0 4,5 2 4 0,4 3 3 0,0.880428 0.913099 0.753498,96.54 0.0 0.0,96.54 0.0 157.38,96.54 0.0 0.0,96.54 0.0 150.97,-1
gainsboro,0xdcdcdcff,"#DCDCDC",-2302756,220 220 220 100%,0 0% 86%,219 219 219,212 212 212,224 224 224,183 183 183,183 183 183,183 183 183,0 0 0 14,15 8 13 0,14 11 10 0,0.690086 0.715694 0.590597,87.76 0.0 0.0,87.76 0.0 157.38,87.76 0.0 0.0,87.76 0.0 150.97,-1
lightgray,0xd3d3d3ff,"#D3D3D3",-2894893,211 211 211 100%,0 0% 83%,210 210 210,201 201 201,216 216 216,166 166 166,166 166 166,166 166 166,0 0 0 17,19 10 16 0,17 13 13 0,0.628098 0.651406 0.537546,84.56 0.0 0.0,84.56 0.0 157.38,84.56 0.0 0.0,84.56 0.0 150.97,-1
silver,0xc0c0c0ff,"#C0C0C0",-4144960,192 192 192 100%,0 0% 75%,191 191 191,179 179 179,198 198 198,134 134 134,134 134 134,134 134 134,0 0 0 25,26 14 22 0,25 20 19 0,0.508255 0.527115 0.434981,77.7 0.0 0.0,77.7 0.0 157.38,77.7 0.0 0.0,77.7 0.0 150.97,-1
darkgrey,0xa9a9a9ff,"#A9A9A9",-5658199,169 169 169 100%,0 0% 66%,167 167 167,153 153 153,177 177 177,101 101 101,101 101 101,101 101 101,0 0 0 34,35 20 30 0,35 29 27 0,0.382559 0.396755 0.327406,69.24 0.0 0.0,69.24 0.0 157.38,69.24 0.0 0.0,69.24 0.0 150.97,-1
grey,0x808080ff,"#808080",-8355712,128 128 128 100%,0 0% 50%,127 127 127,109 109 109,137 137 137,55 55 55,55 55 55,55 55 55,0 0 0 50,52 32 43 0,51 44 41 6,0.208137 0.215861 0.17813,53.59 0.0 0.0,53.59 0.0 157.38,53.59 0.0 0.0,53.59 0.0 150.97,-1
dimgray,0x696969ff,"#696969",-9868951,105 105 105 100%,0 0% 41%,105 105 105,86 86 86,113 113 113,36 36 36,36 36 36,36 36 36,0 0 0 59,62 42 52 0,59 52 48 16,0.136209 0.141263 0.116572,44.41 0.0 0.0,44.41 0.0 157.38,44.41 0.0 0.0,44.41 0.0 150.97,-1
white,0xffffffff,"#FFFFFF",-1,255 255 255 100%,0 0% 100%,255 255 255,255 255 255,255 255 255,255 255 255,255 255 255,255 255 255,0 0 0 0,0 0 0 0,0 0 0 0,0.96422 1.0 0.82521,100.0 0.0 0.0,100.0 0.0 157.38,100.0 0.0 0.0,100.0 0.0 150.97,-1
black,0x000000ff,"#000000",-16777216,0 0 0 100%,0 0% 0%,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0 100,99 98 88 90,97 70 45 87,0.0 0.0 0.0,0.0 0.0 0.0,0.0 0.0 0.0,0.0 0.0 0.0,0.0 0.0 0.0,-1
transparent,0x00000000,"#000000",0,0 0 0 0%,0 0% 0%,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0,0 0 0 100,99 98 88 90,97 70 45 87,0.0 0.0 0.0,0.0 0.0 0.0,0.0 0.0 0.0,0.0 0.0 0.0,0.0 0.0 0.0,-1
