"收入","快乐"
3.86264741839841,2.31448898284741
4.6399144353345,3.73794160485342
2.13470214698464,0.268722097401768
6.50127472216263,4.37483231772116
3.6511831744574,2.15584332319238
2.28649539174512,1.89355685987461
4.74885913683102,4.90299157512251
5.45916076144204,4.83350642716834
3.43306476529688,3.17229946342246
7.17639965331182,5.02995166474041
5.50639511737972,4.26101300319181
3.09761573234573,1.67239058048437
4.6328395139426,3.17540614694795
4.64755599154159,1.49702412799332
1.8283063438721,1.26548891585784
3.53456623479724,2.6674654346945
4.60617584036663,1.9993255273609
5.36150313355029,5.23186331277666
6.87933303695172,5.21140132049364
4.31703230598941,3.66165645637435
3.38316357973963,1.41503465557127
4.93220723234117,4.93304409176638
4.93559651914984,4.13077826510296
2.77317889546975,2.00904646125992
2.60155331064016,2.28226693420823
5.7112635425292,3.90117033371217
6.11753055173904,4.69199885099164
3.77141514932737,3.57780067459739
7.11722011025995,5.56254547499372
2.19488185085356,2.39322811959199
5.95200191577896,3.56472374018866
3.92230276297778,2.25372151555325
7.08158905757591,4.12164774705515
6.95074499677867,4.16910075873337
7.11947859451175,5.95181409854467
3.66087654652074,3.82389868566928
1.78909178031608,0.458377573792869
3.54034109925851,2.5769399593697
4.5333951911889,2.94753147141445
4.86733944201842,3.73999579597949
4.056005443912,3.57144651080101
5.63464347738773,4.80815042454505
5.46163588156924,4.01761120835699
3.18617582553998,1.8398020063859
4.41766555700451,3.46857379278554
7.46665319614112,5.96054730753846
5.76028922433034,4.75878549190717
3.71670024935156,2.39167751902943
2.18256156658754,0.992917364742155
4.29198368964717,3.16938023951209
3.41003027558327,2.08904235497713
3.58109703613445,1.84367577487797
3.50966309336945,1.61660743515923
6.66021636407822,5.94934750206047
6.27178643038496,4.940227776923
3.73501762608066,2.84123867701184
2.11774233123288,1.44579885772475
4.39320833981037,2.94439133547905
3.51221689721569,3.02691817511561
6.2397396331653,5.09780250912624
3.68148558586836,3.03681993741342
7.24131299927831,4.68281699020382
6.34536973200738,4.00081918312565
5.93974152440205,4.57080112702648
2.45932137966156,2.04273931237878
2.53908889135346,1.7486511242512
6.70860372623429,6.06401304814669
2.55916581954807,2.89858314201704
6.83132232539356,5.13240146874773
5.08265792531893,3.11334209035311
6.03060737159103,4.82181026180874
6.57459503179416,4.17952102324249
3.57429692940786,1.63126110706156
5.52990843169391,3.82217964303449
2.40938174631447,1.85754188647718
4.26478955196217,3.75108928103916
3.5303448275663,3.15861859438779
6.14314981643111,4.92713262492307
2.35479322029278,1.23116752380514
5.15769737726077,4.60011475687374
4.71084745740518,2.40837990156329
6.84751526685432,4.48670366480577
5.46464009257033,2.72771571220574
4.17653234163299,3.02072444715782
3.74809321481735,3.74918072735692
2.27452311431989,2.31155423708273
1.57636572187766,0.987603171535743
1.92413369799033,1.46114442110921
5.90424604341388,4.57685653033834
2.38815724756569,2.3129880546267
5.18903107568622,4.76759563923268
1.87986818002537,0.438171566569843
2.54434764571488,2.35120246844228
3.22139361407608,3.45310273928936
7.26037414278835,5.38139847050254
6.48161696176976,4.82009124732981
5.68848772253841,4.6587426832043
6.63361882092431,5.38007020724562
5.97274135099724,3.31598947616809
3.89773791655898,2.79974748680421
4.75568027375266,2.66611603454578
6.46124332118779,4.20675491186833
6.62803630158305,4.40266319466238
3.11895919544622,2.76911812641752
4.69596361415461,2.78424454536
1.57369371503592,0.688090581428982
3.67037693085149,3.47649914026504
7.19440695969388,5.83619665594657
1.78047865815461,2.00392609305557
2.14235955476761,0.971332454187074
3.65648598968983,2.8576143643143
4.97938138246536,3.43348975853174
1.99427504651248,2.58472902193729
2.09035414131358,1.85211771113897
3.36309717223048,3.51517917678869
2.42314385203645,2.10055249406317
7.11158364219591,6.08647828390246
3.03994185570627,4.08382116125004
2.37323203543201,1.52478229133559
1.98456368967891,2.57951651511063
2.62848285259679,1.61922612693779
7.13675997080281,5.50662153705521
3.10491835372522,1.09599927077992
7.31091602565721,5.74744410385007
1.55865675117821,0.968527327097259
7.47844661772251,4.87772553834132
2.81390004744753,1.75969866729174
5.74453964363784,5.03221103359133
6.54098835680634,5.71380229380638
6.56279413215816,4.79584286738541
5.47012499487028,4.66028996116236
2.08513052528724,2.74039540725342
4.58957249717787,4.25056806449311
5.07450176915154,3.94101932161443
3.52831895649433,2.54652458689424
7.46350981341675,4.50344537998766
5.85390576347709,4.63322873238336
3.76453996170312,4.03086493801669
7.06279211025685,6.86338795095807
6.37737642601132,5.07947589856475
1.92086276365444,1.62526839290523
7.36421337816864,6.61827984207343
6.53579886071384,4.65699857188463
7.30090272473171,6.00498747478251
3.03723172377795,2.41063556603061
2.4287516749464,1.20078552531679
6.7032668273896,4.26121997230496
1.92799668386579,1.06562380948865
4.22355357790366,2.29570014192334
2.92270632041618,1.91951110291046
4.42710860492662,3.58138103837618
2.07056241016835,0.628942061074953
5.22407022910193,3.34410837245363
7.1618728749454,6.16043410141322
2.21069647790864,2.86127444364931
7.20705969957635,4.20947057298817
3.54274787474424,3.07829338129477
2.1840849914588,1.22629813434264
4.41499846614897,4.79332515991528
5.01480966852978,3.3137965162018
2.60203711967915,2.15269843256791
2.91704867128283,2.92368387386963
6.24434163467959,3.45206723346595
6.85965449362993,4.25831152921851
2.37123042438179,3.96103276619262
5.96405759034678,3.4277231628448
7.15367408841848,4.72098733829071
5.22720123874024,4.31776091901847
2.28989742044359,1.57194981288347
6.37622803263366,6.18694560947344
3.54050429910421,3.5527369641354
3.13982571987435,1.24578594443855
6.46074230130762,3.42691165170281
2.64134846208617,1.87714704297141
2.00221355259418,1.81788911344585
6.39142813486978,5.23990949781775
2.76371977245435,1.38404411156753
6.83125754864886,3.83797776845087
6.6919931396842,5.38147873730164
3.82725452492014,2.32169768986459
3.77067089779302,3.31157822966062
3.15985489217564,3.05738783980748
5.09941715653986,4.73704595362766
5.61039082473144,4.59097046068678
1.85637175245211,0.65424214776212
5.36372958077118,3.9811277394736
2.33613356295973,2.33627603265793
4.97585136769339,4.54063614683775
2.62954677455127,2.19274486318954
3.90040993876755,3.56522431909848
2.64645809680223,1.78817634141603
3.85989238740876,2.71943217959463
4.12153062131256,4.2126973388239
6.3859406397678,4.47727139172689
3.84270967869088,2.46885999413966
4.99054853757843,3.45177253771527
3.40059694088995,0.68692084864127
3.82011537160724,2.24674570685324
1.90949915349483,1.62769508948927
2.85846412321553,2.45320906080177
2.29105547815561,0.953412995602085
7.45150065002963,4.10994465330612
3.35425210744143,2.57259820309925
6.70782520249486,4.81042405824015
6.3259060671553,4.82741630352611
1.93118067691103,2.46576112842346
5.1285452269949,3.75737898692408
4.27820987161249,3.69134818860085
1.57947028800845,1.98180991059574
2.90768217667937,1.41022956743426
5.64471408957615,3.75430141971041
2.38051270600408,2.16916126054514
3.57117543602362,4.24521559706926
2.34510756656528,1.4378767241526
5.84519702754915,4.15988714358891
5.29848040826619,3.51489178158106
3.43469992512837,2.71449803816852
1.86599523201585,1.3573731356938
5.09561549127102,5.63846038658719
1.53080772701651,2.42146466926894
1.61831145873293,1.51120510776249
6.68767721811309,5.52289166781273
4.9239569362253,4.59937340433575
2.54960877634585,2.0607943111077
7.34724552277476,4.39662231880207
5.98384569631889,3.98845283464788
5.19608237268403,3.31760677959215
4.19300743052736,2.77968262704372
2.34768755128607,0.846505525734867
4.70948937814683,2.45792170724652
2.30719771049917,3.50960468808818
2.73076882073656,2.64690453683064
3.88251350540668,2.97791672449312
3.57439364539459,1.42445054844615
6.93329582735896,6.29910125940374
4.15957638435066,1.79034231699163
1.54463433288038,1.64463660327815
3.38389667356387,0.731636289703917
3.61474518338218,2.90178859153712
6.5038823238574,4.31713315751556
1.84841255843639,2.09736906038893
4.42031190404668,4.39159297597301
6.47715323651209,5.31395690314421
6.56141998479143,6.28137019099328
7.18090719357133,5.60796663022193
1.85564517276362,1.59035586179395
2.80909078102559,2.9468704348362
5.68620540993288,3.87278884763581
4.80034374631941,2.84286835090218
2.41291215922683,1.46061633017032
2.92570351995528,3.75282476573453
3.17417576350272,3.12660323905035
2.68552962876856,2.82119264499813
2.12442924175411,2.73496005606334
2.6940221269615,2.19759211976013
4.23088879371062,4.15554086448376
3.58902313839644,2.25092941356014
5.35051566408947,4.07820883807991
5.09157950570807,4.45696361047167
6.25030221417546,4.93925895978283
5.32463256083429,3.73056995759183
2.04849771084264,2.57505485654663
2.38138524536043,2.17632214535203
6.9199429708533,6.23695531197885
2.35950779356062,0.898732802990241
4.54570746235549,3.62942438677575
7.31050263578072,5.92334607107772
6.82647791085765,5.91424770000083
1.69746369123459,0.546190176386527
4.48358581960201,3.03149706560407
2.07995533989742,2.84781684252972
4.83439738629386,4.5169605896786
4.76134447893128,4.59169701044968
4.27003655070439,3.15776509125229
5.37979542324319,4.28799968034075
4.25555722508579,3.61882978928995
4.2164684808813,3.20079786041367
5.69372506113723,3.99970300744161
2.07060188334435,2.19183370197961
2.99652070272714,1.66225319886238
2.84945821389556,2.39154999858735
